Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC,Recip_Administered,Census2019_18PlusPop,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K
2021-03-09,MT,MTA,Montana,1068778,Report,414385,343597,38772,32149,188929,154212,374,82,220672,20.6,11.5,220385,26.2,343210,40849,49320,119895,58.1,184801,89519,NA,123236,123139,14.7,225900,176085,12400,0,66994,56218,381,24,66983,56132,381,24,32671,33492,173,12,123617,11.6,123520,14.7,66348,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NC,NCA,North Carolina,10488084,Report,3719845,2909142,35467,27738,1242964,1661560,4289,329,1858432,17.7,9.6,1857098,22.7,2907198,35508,45434,1123076,64.1,1835458,104818,NA,1011654,1011039,12.3,1819800,1788345,111700,0,369427,642205,4283,22,369353,641664,4281,22,273177,402306,431,17,1015937,9.7,1015320,12.4,675931,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,ND,NDA,North Dakota,762062,Report,318530,277845,41798,36460,137497,140296,52,0,173961,22.8,12,173750,29.9,277561,47700,54740,88266,73.7,141320,117919,NA,91818,91762,15.8,166700,143130,8700,0,44331,47487,56,0,44329,47433,56,0,22326,25394,18,0,91874,12.1,91818,15.8,47738,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NE,NEA,Nebraska,1934408,Report,769090,594293,39758,30722,291120,293406,8592,1175,387731,20,10.4,387392,26.6,593806,40718,52738,212619,68,306729,98166,NA,200618,200466,13.7,366900,378690,23500,0,96538,103807,8765,273,96527,103666,8761,273,40049,50775,712,200,209383,10.8,209227,14.3,91736,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NH,NHA,New Hampshire,1359711,Report,512715,393931,37708,28972,218654,170532,4718,27,289813,21.3,8.7,289316,26.2,393260,35607,46422,165657,65.3,199957,78765,NA,118598,118448,10.7,263500,233415,15800,0,68374,50220,4833,4,68323,50121,4831,4,20334,21708,3829,2,123431,9.1,123279,11.2,45873,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NJ,NJA,New Jersey,8882190,Report,3161120,2639438,35589,29716,1395950,1234159,8854,475,1821711,20.5,10.3,1819475,26.2,2636432,37969,45526,797454,54,1143909,77525,NA,914596,913826,13.2,1628000,1453920,79200,0,463680,450911,8859,5,463655,450166,8857,5,181120,198605,3141,3,923455,10.4,922683,13.3,382869,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NM,NMA,New Mexico,2096829,Report,972065,839018,46359,40014,374686,461591,1795,946,545238,26,14.5,542727,33.5,836237,51588,59967,220144,58.3,335673,88895,NA,303023,302241,18.6,473500,473265,25300,0,116361,186441,1666,221,116335,185685,1665,221,51762,68085,1120,135,304689,14.5,303906,18.7,121102,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NV,NVA,Nevada,3080156,Report,1124830,864967,36519,28082,399806,463653,1508,0,544881,17.7,9.6,544697,22.8,864712,36218,47113,289836,58.4,450878,90908,NA,296904,296836,12.4,555300,537030,32500,0,134923,161981,1499,0,134920,161916,1498,0,67052,81465,780,0,298403,9.7,298334,12.5,149297,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,NY,NYA,New York,19453561,Report,7147625,5525344,36742,28403,2783654,2712454,28666,570,3651402,18.8,9.1,3648672,23.7,5522227,35800,46337,1661207,50.4,2450733,74351,NA,1763979,1763555,11.4,3505800,3466125,175700,0,904660,859227,28274,92,904603,858860,28274,92,378726,409437,8993,45,1792253,9.2,1791829,11.6,797201,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,OH,OHA,Ohio,11689100,Report,4331405,3255735,37055,27853,1682822,1548340,22462,2111,2070097,17.7,9.9,2069116,22.7,3254302,35718,47540,1245694,60.9,1913417,93505,NA,1156190,1155743,12.7,2174500,2023905,133000,0,587917,567652,22238,621,587909,567214,22238,620,278133,374126,10708,418,1178428,10.1,1177981,12.9,663385,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,OK,OKA,Oklahoma,3956971,Report,1744610,1307274,44090,33037,621279,684619,1369,7,822520,20.8,11.8,821610,27.3,1306176,43471,58062,424317,66.8,722823,113807,NA,466921,466784,15.5,889500,806910,48200,0,217541,249379,1364,1,217537,249246,1364,1,153334,138078,439,0,468285,11.8,468148,15.6,291851,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,OR,ORA,Oregon,4217737,Report,1480885,1221981,35111,28972,607312,611216,2556,897,773967,18.4,10.4,773047,23.1,1220440,36418,44190,357512,46.7,486533,63509,NA,438174,437572,13.1,726600,706485,47800,0,205468,232563,2543,143,205443,231986,2543,143,55447,77713,1824,63,440717,10.4,440115,13.1,135047,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,PA,PAA,Pennsylvania,12801989,Report,4808285,3524263,37559,27529,1812268,1711190,709,96,2401448,18.8,8.7,2399345,23.6,3521507,34635,47291,1204205,50.3,1708135,71370,NA,1116624,1115972,11,2452500,2211885,143900,0,559389,557176,1281,59,559357,556557,1281,58,260280,236409,684,30,1117905,8.7,1117253,11,497403,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,PR,PRA,Puerto Rico,3193694,Report,1256170,635352,39333,19894,268172,366907,26,247,404145,12.7,7.3,403993,15.4,635168,24234,47928,185533,0,262600,0,NA,232112,232080,8.9,646500,582270,27400,0,94605,137500,29,7,94604,137469,29,7,34709,44564,8,0,232141,7.3,232109,8.9,79281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,RI,RIA,Rhode Island,1059361,Report,422115,333607,39846,31491,179768,153402,437,0,240963,22.7,8.9,240862,28.2,333465,39008,49378,136605,73,165216,88329,NA,93834,93791,11,211900,198315,11900,0,51118,42715,498,1,51116,42674,498,1,13564,16853,19,0,94332,8.9,94289,11,30436,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,RP,RPA,Republic of Palau,17907,Report,14800,8185,82649,45708,8184,1,0,0,5147,28.7,17.5,5147,36.9,8185,58602,105964,1386,0,2503,0,NA,3130,3130,22.4,14600,0,200,0,3119,11,0,0,3119,11,0,0,1142,7,0,0,3130,17.5,3130,22.4,1149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,SC,SCA,South Carolina,5148714,Report,1776495,1397362,34504,27140,503599,891105,1635,1023,885144,17.2,9.8,884391,21.9,1396292,34583,44000,611238,65.2,949926,101377,NA,503978,503675,12.5,797100,920595,58800,0,142012,361764,1592,202,142004,361469,1592,202,107076,230327,585,137,505570,9.8,505267,12.5,338125,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,SD,SDA,South Dakota,884659,Report,411670,326763,46534,36937,165231,160997,522,13,213680,24.2,12.8,213373,32,326336,48885,61668,117927,77.6,171397,112857,NA,113225,113112,16.9,216600,184470,10600,0,54784,58437,617,4,54782,58326,617,4,24597,29595,119,1,113842,12.9,113729,17,54312,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,TN,TNA,Tennessee,6829174,Report,2344940,1667642,34337,24419,789205,875676,1023,1738,1064302,15.6,8.4,1064059,20,1667351,31346,44085,623688,54.5,963112,84233,NA,574655,574594,10.8,1205600,1102140,37200,0,243104,331087,1079,464,243097,331033,1079,464,148129,175696,415,314,575734,8.4,575673,10.8,324554,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,TX,TXA,Texas,28995881,Report,9694925,7299866,33436,25176,3615393,3661928,22314,231,4574899,15.8,8.4,4557366,21.1,7272828,33677,44892,1968446,52.7,3153129,84439,NA,2439606,2430256,11.3,4647800,4850625,196500,0,1212916,1226634,21283,87,1208267,1221933,21201,87,521882,527785,9157,37,2460920,8.5,2451489,11.4,1058863,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,US,USA,United States,331996199,Report,123232775,93692598,37119,28221,45635740,47628226,308181,120451,61088527,18.4,9.6,61027125,23.9,93608130,36680,48289,32507609,60.1,49114234,90854,NA,31794918,31772355,12.4,60875300,59046975,3310500,0,14762637,17006696,307112,25616,14756744,16990043,306981,25599,7511118,8713433,116784,6971,32102061,9.7,32079368,12.6,16348308,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,UT,UTA,Utah,3205958,Report,1054260,880032,32884,27450,420393,450252,9387,0,512666,16,7.1,511840,22.5,878917,38638,46346,231774,63.3,357187,97626,NA,227483,227317,10,534800,489060,30400,0,112608,114875,9180,0,112590,114727,9173,0,32316,49821,2927,0,236663,7.4,236490,10.4,85064,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,VA,VAA,Virginia,8535519,Report,3091425,2553714,36218,29919,1215658,1315914,21884,258,1642937,19.2,10.5,1641527,24.6,2551831,38232,46316,778568,57.3,1152364,84801,NA,895613,895205,13.4,1509100,1500525,81800,0,423876,471651,21785,86,423808,471311,21781,86,179586,193808,8890,56,917398,10.7,916986,13.7,382340,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,VA2,VA2,Veterans Health,0,Report,3387645,2718748,0,0,1446786,1262740,9221,1,1738461,0,0,1738446,0,2718727,0,0,1197366,0,1888502,0,NA,978864,978858,0,1867000,1449045,71600,0,471241,507623,9220,0,471241,507617,9220,0,333384,357418,3890,0,988084,0,988078,0,694692,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,VI,VIA,Virgin Islands,104680,Report,42090,23752,40208,22690,10878,12874,0,0,15591,14.9,7.3,15549,19,23709,29037,51549,6610,0,10414,0,NA,7665,7662,9.4,18300,23790,0,0,3781,3884,0,0,3779,3883,0,0,1989,1712,0,0,7665,7.3,7662,9.4,3701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,VT,VTA,Vermont,623989,Report,272530,203900,43675,32677,107214,96501,0,185,130466,20.9,11.1,130371,25.6,203766,39955,53439,77946,62.3,107147,85691,NA,69135,69089,13.5,137700,127530,7300,0,34579,34504,13,52,34577,34460,13,52,10666,15913,0,33,69148,11.1,69102,13.5,26612,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,WA,WAA,Washington,7614893,Report,2942240,2255182,38638,29615,1131430,1121205,1481,1066,1437268,18.9,10.5,1436299,24.1,2253851,37868,49434,773889,64,1203996,99527,NA,802793,802434,13.5,1453200,1418040,71000,0,411027,391463,1532,303,411010,391121,1532,303,217106,204450,196,227,804325,10.6,803966,13.5,421979,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,WI,WIA,Wisconsin,5822434,Report,2154685,1812456,37007,31129,810920,1001010,385,141,1155268,19.8,11,1154667,25.3,1811638,39765,47295,684721,67.3,1051953,103412,NA,641825,641610,14.1,1096600,1030185,27900,0,247441,394344,449,40,247439,394131,449,40,140506,208446,116,21,642274,11,642059,14.1,349089,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,WV,WVA,West Virginia,1792147,Report,773125,606345,43140,33833,306052,299949,344,0,367001,20.5,12.9,366648,25.6,605803,42288,53967,211606,57.7,340176,92688,NA,230829,230671,16.1,401700,350025,21400,0,112167,118652,466,10,112132,118529,465,10,60787,64351,157,6,231295,12.9,231136,16.1,125301,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,WY,WYA,Wyoming,578759,Report,246125,185813,42526,32105,96314,89069,366,64,115046,19.9,11.7,114975,25.8,185723,41733,55306,63071,63.6,104445,105310,NA,67915,67897,15.3,127500,112125,6500,0,33639,34268,374,8,33638,34251,374,8,19667,20811,76,4,68289,11.8,68271,15.3,40558,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,LTC,LTC,Long Term Care,NA,NA,NA,7419240,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
2021-03-08,AK,AKA,Alaska,731545,Report,426715,298144,58331,40755,NA,NA,NA,NA,182230,24.9,15.8,181229,32.9,296547,53765,77365,NA,NA,NA,NA,NA,115633,115040,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298593,551562,181822,24855,115628,15806
2021-03-08,AL,ALA,Alabama,4903185,Report,1628350,1116676,33210,22775,NA,NA,NA,NA,732967,14.9,8.3,732683,19.2,1116361,29263,42684,NA,NA,NA,NA,NA,408318,408281,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143784,3814879,714775,14578,399537,8149
2021-03-08,AR,ARA,Arkansas,3017804,Report,1088150,773357,36058,25626,NA,NA,NA,NA,494761,16.4,9.2,494542,21.3,773112,33358,46951,NA,NA,NA,NA,NA,277102,277059,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776135,2317649,492872,16332,276244,9154
2021-03-08,AS,ASA,American Samoa,55689,Report,43210,21625,77592,38832,NA,NA,NA,NA,13469,24.2,14.8,13259,30.5,21328,49101,99477,NA,NA,NA,NA,NA,8253,8166,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21753,43437,13386,24037,8208,14739
2021-03-08,AZ,AZA,Arizona,7278717,Report,2623735,2215219,36047,30434,NA,NA,NA,NA,1416598,19.5,10.1,1414235,25.1,2211746,39226,46533,NA,NA,NA,NA,NA,737536,736939,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166347,5638481,1450240,19924,752892,10344
2021-03-08,BP2,BP2,Bureau of Prisons,0,Report,65335,72174,0,0,NA,NA,NA,NA,44090,0,0,44088,0,72171,0,0,NA,NA,NA,NA,NA,27841,27840,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72174,0,44090,0,27841,0
2021-03-08,CA,CAA,California,39512223,Report,13885120,10805474,35141,27347,NA,NA,NA,NA,7318100,18.5,8.6,7312812,23.9,10798914,35270,45350,NA,NA,NA,NA,NA,3405751,3404553,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10788375,30617582,7330435,18552,3410665,8632
2021-03-08,CO,COA,Colorado,5758736,Report,2019460,1627458,35068,28261,NA,NA,NA,NA,1047703,18.2,9.9,1047223,23.3,1626836,36158,44885,NA,NA,NA,NA,NA,568231,568084,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627568,4499217,1047931,18197,567930,9862
2021-03-08,CT,CTA,Connecticut,3565287,Report,1434565,1228865,40237,34467,NA,NA,NA,NA,883688,24.8,9.3,882784,31.1,1227609,43258,50551,NA,NA,NA,NA,NA,331587,331318,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226656,2837847,887819,24902,330004,9256
2021-03-08,DC,DCA,District of Columbia,705749,Report,337095,230110,47764,32605,NA,NA,NA,NA,100571,14.3,7.3,100549,17.4,230080,39835,58363,NA,NA,NA,NA,NA,51566,51564,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152590,577581,147237,20863,82289,11660
2021-03-08,DD2,DD2,Dept of Defense,0,Report,1711265,1141841,0,0,NA,NA,NA,NA,765550,0,0,765244,0,1141449,0,0,NA,NA,NA,NA,NA,365443,365357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141841,0,765550,0,365443,0
2021-03-08,DE,DEA,Delaware,973764,Report,361765,280674,37151,28824,NA,NA,NA,NA,172568,17.7,10.3,172507,22.4,280591,36431,46971,NA,NA,NA,NA,NA,100218,100198,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273964,770192,176225,18097,103181,10596
2021-03-08,FL,FLA,Florida,21477737,Report,7771315,5904827,36183,27493,NA,NA,NA,NA,3718074,17.3,9.5,3714758,21.5,5901082,34214,45057,NA,NA,NA,NA,NA,2046389,2046021,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5805850,17247808,3787581,17635,2075754,9665
2021-03-08,FM,FMA,Federated States of Micronesia,103643,Report,41900,17745,40427,17121,NA,NA,NA,NA,11361,11,6.2,11357,14,17741,21945,51829,NA,NA,NA,NA,NA,6425,6425,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17895,80842,11244,10849,6394,6169
2021-03-08,GA,GAA,Georgia,10617423,Report,3437635,2391999,32377,22529,NA,NA,NA,NA,1411942,13.3,8.5,1411448,17.4,2391351,29474,42369,NA,NA,NA,NA,NA,903985,903821,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2361788,8113542,1436091,13526,909496,8566
2021-03-08,GU,GUA,Guam,165768,Report,87860,56587,53002,34136,NA,NA,NA,NA,35161,21.2,12.6,35151,27.2,56570,43751,67951,NA,NA,NA,NA,NA,20924,20918,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56586,129299,35162,21212,20926,12624
2021-03-08,HI,HIA,Hawaii,1415872,Report,598100,452988,42243,31994,NA,NA,NA,NA,280866,19.8,12.3,280669,25.1,452728,40567,53593,NA,NA,NA,NA,NA,174854,174788,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456051,1116004,278772,19689,173925,12284
2021-03-08,IA,IAA,Iowa,3155070,Report,1106755,940050,35079,29795,NA,NA,NA,NA,647648,20.5,9.2,647171,26.7,939318,38683,45579,NA,NA,NA,NA,NA,291344,291087,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946369,2428229,644360,20423,288250,9136
2021-03-08,ID,IDA,Idaho,1787065,Report,594115,482273,33245,26987,NA,NA,NA,NA,300640,16.8,9.7,300631,22.5,482267,36021,44375,NA,NA,NA,NA,NA,173985,173982,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487532,1338864,297247,16633,171632,9604
2021-03-08,IH2,IH2,Indian Health Svc,2082813,Report,1123090,665997,53922,31976,NA,NA,NA,NA,439930,21.1,10.6,436908,0,662152,0,0,NA,NA,NA,NA,NA,219925,219137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665997,0,439930,21122,219925,10559
2021-03-08,IL,ILA,Illinois,12671821,Report,4378835,3571808,34556,28187,NA,NA,NA,NA,2398497,18.9,9.1,2396528,24.3,3569226,36221,44437,NA,NA,NA,NA,NA,1153699,1153127,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3603937,9853946,2379925,18781,1140029,8997
2021-03-08,IN,INA,Indiana,6732219,Report,2206230,1879649,32771,27920,NA,NA,NA,NA,1152396,17.1,10.5,1152148,22.3,1879296,36391,42721,NA,NA,NA,NA,NA,709566,709459,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881024,5164245,1151913,17110,708771,10528
2021-03-08,KS,KSA,Kansas,2913314,Report,1091625,742945,37470,25502,NA,NA,NA,NA,515054,17.7,9,514663,23.3,742385,33546,49326,NA,NA,NA,NA,NA,260951,260757,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781206,2213064,492208,16895,245749,8435
2021-03-08,KY,KYA,Kentucky,4467673,Report,1555915,1283860,34826,28737,NA,NA,NA,NA,867007,19.4,9.9,866558,25,1283332,37039,44906,NA,NA,NA,NA,NA,441006,440905,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312893,3464802,845670,18929,433352,9700
2021-03-08,LA,LAA,Louisiana,4648794,Report,1640860,1277889,35296,27489,NA,NA,NA,NA,805777,17.3,9.7,805577,22.6,1277640,35877,46077,NA,NA,NA,NA,NA,450217,450175,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259229,3561164,817746,17590,456892,9828
2021-03-08,MA,MAA,Massachusetts,6892503,Report,2497130,2199086,36230,31905,NA,NA,NA,NA,1493343,21.7,9.9,1492149,26.9,2197475,39668,45077,NA,NA,NA,NA,NA,683033,682627,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182085,5539703,1503663,21816,689699,10007
2021-03-08,MD,MDA,Maryland,6045680,Report,2116560,1671778,35009,27652,NA,NA,NA,NA,1109083,18.3,10.1,1108581,23.5,1671113,35473,44928,NA,NA,NA,NA,NA,610013,609829,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1722655,4710993,1078909,17846,589660,9753
2021-03-08,ME,MEA,Maine,1344212,Report,503580,427445,37463,31799,NA,NA,NA,NA,287695,21.4,10.7,287572,26.3,427263,39006,45974,NA,NA,NA,NA,NA,143762,143695,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434070,1095370,283647,21101,141215,10505
2021-03-08,MH,MHA,Marshall Islands,58413,Report,35000,13742,59918,23526,NA,NA,NA,NA,10432,17.9,5.6,10422,22.9,13733,30141,76818,NA,NA,NA,NA,NA,3261,3260,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13751,45562,10423,17844,3261,5583
2021-03-08,MI,MIA,Michigan,9986857,Report,3363430,2765577,33679,27692,NA,NA,NA,NA,1789580,17.9,10,1789143,22.8,2764949,35254,42885,NA,NA,NA,NA,NA,999037,998840,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814861,7842924,1756350,17587,983233,9845
2021-03-08,MN,MNA,Minnesota,5639632,Report,1953700,1725656,34642,30599,NA,NA,NA,NA,1151692,20.4,10.3,1151096,26.5,1724814,39775,45053,NA,NA,NA,NA,NA,581088,580826,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1739475,4336475,1141657,20243,577709,10244
2021-03-08,MO,MOA,Missouri,6137428,Report,2032445,1633864,33116,26621,NA,NA,NA,NA,1027201,16.7,8.8,1026721,21.5,1633183,34261,42637,NA,NA,NA,NA,NA,539209,539048,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583552,4766843,1054384,17180,562065,9158
2021-03-08,MP,MPA,Northern Mariana Islands,56882,Report,44010,20396,77371,35857,NA,NA,NA,NA,11937,21,14.8,11933,26.9,20391,45959,99193,NA,NA,NA,NA,NA,8446,8445,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20394,44368,11941,20993,8444,14845
2021-03-08,MS,MSA,Mississippi,2976149,Report,1067855,776272,35880,26083,NA,NA,NA,NA,506410,17,9.2,506276,22.2,776091,34075,46886,NA,NA,NA,NA,NA,273506,273461,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781503,2277566,505343,16980,269400,9052
